job_id,job_title,company,location,description,responsibilities,required_skills,preferred_skills,qualifications,experience,education
JOB083,Backend Development Intern - Summer Internship,BrightPath Technologies,"Chennai, India","BrightPath Technologies is seeking a motivated backend development intern to work with an engineering team on practical projects involving Python, Java, REST APIs. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and Java. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, Java, REST APIs, SQL, Git","FastAPI, Spring Boot, Docker","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB084,Full Stack Development Intern - Technology Intern,CloudBridge Systems,"Hyderabad, India","CloudBridge Systems is seeking a motivated full stack development intern to work with an engineering team on practical projects involving JavaScript, React, Node.js. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using JavaScript and React. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","JavaScript, React, Node.js, MongoDB, Git","Express.js, TypeScript, AWS",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB085,Data Science Intern,AsterByte Systems,"Noida, India","AsterByte Systems is seeking a motivated data science intern to work with an engineering team on practical projects involving Python, Pandas, NumPy. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and Pandas. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, Pandas, NumPy, SQL, Statistics","Scikit-learn, Matplotlib, Power BI","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB086,Machine Learning Intern - Summer Internship,ApexGrid,"Hyderabad, India","ApexGrid is seeking a motivated machine learning intern to work with an engineering team on practical projects involving Python, NumPy, Pandas. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and NumPy. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, NumPy, Pandas, Scikit-learn, Machine Learning","TensorFlow, PyTorch, MLflow","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB087,AI/ML Intern - Technology Intern,DataSphere Analytics,"Pune, India","DataSphere Analytics is seeking a motivated ai/ml intern to work with an engineering team on practical projects involving Python, Machine Learning, Deep Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and Machine Learning. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, Machine Learning, Deep Learning, SQL","PyTorch, TensorFlow, NLP",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB088,Data Analyst Intern,NexaWorks,"Gurugram, India","NexaWorks is seeking a motivated data analyst intern to work with an engineering team on practical projects involving SQL, Excel, Python. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using SQL and Excel. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","SQL, Excel, Python, Statistics","Power BI, Tableau, Pandas","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB089,Cloud Engineering Intern - Summer Internship,FinTechNova,"Mumbai, India","FinTechNova is seeking a motivated cloud engineering intern to work with an engineering team on practical projects involving Linux, Git, Networking. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Linux and Git. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Linux, Git, Networking, Python","AWS, Docker, Kubernetes","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB090,DevOps Intern - Technology Intern,NextGen Software,"Chennai, India","NextGen Software is seeking a motivated devops intern to work with an engineering team on practical projects involving Linux, Git, CI/CD. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Linux and Git. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Linux, Git, CI/CD, Docker","Jenkins, Kubernetes, AWS",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB091,Cybersecurity Intern,QuantumStack,"Mumbai, India","QuantumStack is seeking a motivated cybersecurity intern to work with an engineering team on practical projects involving Networking, Linux, Python. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Networking and Linux. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Networking, Linux, Python, Cybersecurity","Wireshark, SIEM, OWASP","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB092,Mobile App Development Intern - Summer Internship,SecureSphere,"Pune, India","SecureSphere is seeking a motivated mobile app development intern to work with an engineering team on practical projects involving Java, Kotlin, Git. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Java and Kotlin. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Java, Kotlin, Git, REST APIs","Android Studio, Firebase, Jetpack Compose","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB093,UI/UX Design Intern - Technology Intern,InnovateX Technologies,"Bengaluru, India","InnovateX Technologies is seeking a motivated ui/ux design intern to work with an engineering team on practical projects involving Figma, Wireframing, Prototyping. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Figma and Wireframing. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Figma, Wireframing, Prototyping, UI Design","Design Systems, User Research, Adobe XD",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB094,Database Intern,Orion Infotech,"Kochi, India","Orion Infotech is seeking a motivated database intern to work with an engineering team on practical projects involving SQL, DBMS, Python. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using SQL and DBMS. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","SQL, DBMS, Python, Git","PostgreSQL, MongoDB, MySQL","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB095,QA/Testing Intern - Summer Internship,RoboMind Labs,"Bengaluru, India","RoboMind Labs is seeking a motivated qa/testing intern to work with an engineering team on practical projects involving Manual Testing, Test Cases, SQL. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Manual Testing and Test Cases. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Manual Testing, Test Cases, SQL, Git","Selenium, Cypress, API Testing","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB096,NLP Intern - Technology Intern,Vertex Digital,"Hyderabad, India","Vertex Digital is seeking a motivated nlp intern to work with an engineering team on practical projects involving Python, NLP, Machine Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and NLP. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, NLP, Machine Learning, Pandas","Transformers, Hugging Face, spaCy",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB097,Computer Vision Intern,PixelForge,Remote - India,"PixelForge is seeking a motivated computer vision intern to work with an engineering team on practical projects involving Python, OpenCV, Machine Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and OpenCV. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, OpenCV, Machine Learning, NumPy","PyTorch, TensorFlow, YOLO","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB098,Business Analytics Intern - Summer Internship,InsightLoop,"Noida, India","InsightLoop is seeking a motivated business analytics intern to work with an engineering team on practical projects involving Excel, SQL, Statistics. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Excel and SQL. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Excel, SQL, Statistics, Data Analysis","Power BI, Tableau, Python","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB099,Product Engineering Intern - Technology Intern,CodeCraft Solutions,"Pune, India","CodeCraft Solutions is seeking a motivated product engineering intern to work with an engineering team on practical projects involving Python, JavaScript, SQL. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and JavaScript. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, JavaScript, SQL, Git","React, Node.js, AWS",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB100,Generative AI Intern,Cognivia Labs,"Bengaluru, India","Cognivia Labs is seeking a motivated generative ai intern to work with an engineering team on practical projects involving Python, LLMs, Machine Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and LLMs. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, LLMs, Machine Learning, Git","RAG, LangChain, Vector Databases","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB101,Software Engineering Intern - Summer Internship,TechNova Labs,"Bengaluru, India","TechNova Labs is seeking a motivated software engineering intern to work with an engineering team on practical projects involving Java, Python, Git. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Java and Python. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Java, Python, Git, REST APIs, Data Structures","Spring Boot, Docker, AWS","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB102,Frontend Development Intern - Technology Intern,BluePeak AI,Remote - India,"BluePeak AI is seeking a motivated frontend development intern to work with an engineering team on practical projects involving HTML, CSS, JavaScript. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using HTML and CSS. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","HTML, CSS, JavaScript, React, Git","TypeScript, Tailwind CSS, Figma",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB103,Backend Development Intern,BrightPath Technologies,"Chennai, India","BrightPath Technologies is seeking a motivated backend development intern to work with an engineering team on practical projects involving Python, Java, REST APIs. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and Java. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, Java, REST APIs, SQL, Git","FastAPI, Spring Boot, Docker","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB104,Full Stack Development Intern - Summer Internship,CloudBridge Systems,"Hyderabad, India","CloudBridge Systems is seeking a motivated full stack development intern to work with an engineering team on practical projects involving JavaScript, React, Node.js. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using JavaScript and React. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","JavaScript, React, Node.js, MongoDB, Git","Express.js, TypeScript, AWS","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB105,Data Science Intern - Technology Intern,AsterByte Systems,"Noida, India","AsterByte Systems is seeking a motivated data science intern to work with an engineering team on practical projects involving Python, Pandas, NumPy. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and Pandas. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, Pandas, NumPy, SQL, Statistics","Scikit-learn, Matplotlib, Power BI",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB106,Machine Learning Intern,ApexGrid,"Hyderabad, India","ApexGrid is seeking a motivated machine learning intern to work with an engineering team on practical projects involving Python, NumPy, Pandas. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and NumPy. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, NumPy, Pandas, Scikit-learn, Machine Learning","TensorFlow, PyTorch, MLflow","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB107,AI/ML Intern - Summer Internship,DataSphere Analytics,"Pune, India","DataSphere Analytics is seeking a motivated ai/ml intern to work with an engineering team on practical projects involving Python, Machine Learning, Deep Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and Machine Learning. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, Machine Learning, Deep Learning, SQL","PyTorch, TensorFlow, NLP","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB108,Data Analyst Intern - Technology Intern,NexaWorks,"Gurugram, India","NexaWorks is seeking a motivated data analyst intern to work with an engineering team on practical projects involving SQL, Excel, Python. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using SQL and Excel. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","SQL, Excel, Python, Statistics","Power BI, Tableau, Pandas",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB109,Cloud Engineering Intern,FinTechNova,"Mumbai, India","FinTechNova is seeking a motivated cloud engineering intern to work with an engineering team on practical projects involving Linux, Git, Networking. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Linux and Git. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Linux, Git, Networking, Python","AWS, Docker, Kubernetes","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB110,DevOps Intern - Summer Internship,NextGen Software,"Chennai, India","NextGen Software is seeking a motivated devops intern to work with an engineering team on practical projects involving Linux, Git, CI/CD. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Linux and Git. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Linux, Git, CI/CD, Docker","Jenkins, Kubernetes, AWS","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB111,Cybersecurity Intern - Technology Intern,QuantumStack,"Mumbai, India","QuantumStack is seeking a motivated cybersecurity intern to work with an engineering team on practical projects involving Networking, Linux, Python. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Networking and Linux. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Networking, Linux, Python, Cybersecurity","Wireshark, SIEM, OWASP",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB112,Mobile App Development Intern,SecureSphere,"Pune, India","SecureSphere is seeking a motivated mobile app development intern to work with an engineering team on practical projects involving Java, Kotlin, Git. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Java and Kotlin. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Java, Kotlin, Git, REST APIs","Android Studio, Firebase, Jetpack Compose","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB113,UI/UX Design Intern - Summer Internship,InnovateX Technologies,"Bengaluru, India","InnovateX Technologies is seeking a motivated ui/ux design intern to work with an engineering team on practical projects involving Figma, Wireframing, Prototyping. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Figma and Wireframing. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Figma, Wireframing, Prototyping, UI Design","Design Systems, User Research, Adobe XD","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB114,Database Intern - Technology Intern,Orion Infotech,"Kochi, India","Orion Infotech is seeking a motivated database intern to work with an engineering team on practical projects involving SQL, DBMS, Python. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using SQL and DBMS. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","SQL, DBMS, Python, Git","PostgreSQL, MongoDB, MySQL",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB115,QA/Testing Intern,RoboMind Labs,"Bengaluru, India","RoboMind Labs is seeking a motivated qa/testing intern to work with an engineering team on practical projects involving Manual Testing, Test Cases, SQL. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Manual Testing and Test Cases. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Manual Testing, Test Cases, SQL, Git","Selenium, Cypress, API Testing","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB116,NLP Intern - Summer Internship,Vertex Digital,"Hyderabad, India","Vertex Digital is seeking a motivated nlp intern to work with an engineering team on practical projects involving Python, NLP, Machine Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and NLP. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, NLP, Machine Learning, Pandas","Transformers, Hugging Face, spaCy","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB117,Computer Vision Intern - Technology Intern,PixelForge,Remote - India,"PixelForge is seeking a motivated computer vision intern to work with an engineering team on practical projects involving Python, OpenCV, Machine Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and OpenCV. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, OpenCV, Machine Learning, NumPy","PyTorch, TensorFlow, YOLO",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB118,Business Analytics Intern,InsightLoop,"Noida, India","InsightLoop is seeking a motivated business analytics intern to work with an engineering team on practical projects involving Excel, SQL, Statistics. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Excel and SQL. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Excel, SQL, Statistics, Data Analysis","Power BI, Tableau, Python","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB119,Product Engineering Intern - Summer Internship,CodeCraft Solutions,"Pune, India","CodeCraft Solutions is seeking a motivated product engineering intern to work with an engineering team on practical projects involving Python, JavaScript, SQL. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and JavaScript. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, JavaScript, SQL, Git","React, Node.js, AWS","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB120,Generative AI Intern - Technology Intern,Cognivia Labs,"Bengaluru, India","Cognivia Labs is seeking a motivated generative ai intern to work with an engineering team on practical projects involving Python, LLMs, Machine Learning. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and LLMs. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, LLMs, Machine Learning, Git","RAG, LangChain, Vector Databases",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB121,Software Engineering Intern,TechNova Labs,"Bengaluru, India","TechNova Labs is seeking a motivated software engineering intern to work with an engineering team on practical projects involving Java, Python, Git. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Java and Python. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Java, Python, Git, REST APIs, Data Structures","Spring Boot, Docker, AWS","Currently pursuing B.Tech/B.E. in Computer Science, Information Technology, AI, Data Science, or related field.",0–1 years; internship and academic project experience accepted.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB122,Frontend Development Intern - Summer Internship,BluePeak AI,Remote - India,"BluePeak AI is seeking a motivated frontend development intern to work with an engineering team on practical projects involving HTML, CSS, JavaScript. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using HTML and CSS. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","HTML, CSS, JavaScript, React, Git","TypeScript, Tailwind CSS, Figma","Pursuing a bachelor's degree in Computer Science, Engineering, Data Science, or a related technical discipline.",Freshers welcome; prior internship or project experience is a plus.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
JOB123,Backend Development Intern - Technology Intern,BrightPath Technologies,"Chennai, India","BrightPath Technologies is seeking a motivated backend development intern to work with an engineering team on practical projects involving Python, Java, REST APIs. The intern will contribute to development, testing, documentation, and team collaboration while learning production engineering practices.","Work on internship projects using Python and Java. | Implement, test, debug, and document assigned features or analysis tasks. | Collaborate with engineers, analysts, designers, or product stakeholders. | Participate in code reviews, sprint discussions, and technical learning sessions.","Python, Java, REST APIs, SQL, Git","FastAPI, Spring Boot, Docker",Currently enrolled in an undergraduate program in a computing or engineering discipline.,Students with 0–1 years of relevant experience.,B.Tech/B.E./B.Sc. undergraduate in a relevant technical field
